date,usdmyr
2020-01-31,4.080109523809524
2020-02-29,4.1598999999999995
2020-03-31,4.29840909090909
2020-04-30,4.3524863636363635
2020-05-31,4.34090625
2020-06-30,4.2763333333333335
2020-07-31,4.266090909090909
2020-08-31,4.191605263157895
2020-09-30,4.152214285714286
2020-10-31,4.152523809523809
2020-11-30,4.113071428571429
2020-12-31,4.0582863636363635
2021-01-31,4.037868421052631
2021-02-28,4.047255555555555
2021-03-31,4.10895652173913
2021-04-30,4.124738095238095
2021-05-31,4.127527777777778
2021-06-30,4.1343000000000005
2021-07-31,4.198966666666667
2021-08-31,4.2253
2021-09-30,4.167147619047618
2021-10-31,4.163825
2021-11-30,4.178704761904762
2021-12-31,4.211978260869565
2022-01-31,4.19044
2022-02-28,4.187105555555555
2022-03-31,4.200021739130435
2022-04-30,4.266375
2022-05-31,4.384155555555555
2022-06-30,4.399904761904762
2022-07-31,4.4393
2022-08-31,4.465545454545455
2022-09-30,4.541190476190476
2022-10-31,4.69278947368421
2022-11-30,4.63075
2022-12-31,4.413595238095239
2023-01-31,4.3307631578947365
2023-02-28,4.3733611111111115
2023-03-31,4.467630434782609
2023-04-30,4.4214722222222225
2023-05-31,4.5205
2023-06-30,4.6320500000000004
2023-07-31,4.598415
2023-08-31,4.6062045454545455
2023-09-30,4.67845
2023-10-31,4.746331818181819
2023-11-30,4.687728571428572
2023-12-31,4.658765000000001
2024-01-31,4.681619047619047
2024-02-29,4.772763157894737
2024-03-31,4.7155000000000005
2024-04-30,4.767799999999999
2024-05-31,4.718804761904762
2024-06-30,4.71035
2024-07-31,4.6816818181818185
2024-08-31,4.419386363636364
2024-09-30,4.268775
2024-10-31,4.2920454545454545
2024-11-30,4.434452380952381
2024-12-31,4.45854761904762
2025-01-31,4.475275
2025-02-28,4.44228947368421
2025-03-31,4.432763157894737
2025-04-30,4.418690476190476
2025-05-31,4.26645
2025-06-30,4.2413684210526315
2025-07-31,4.233695652173913
2025-08-31,4.225880952380952
2025-09-30,4.2125
2025-10-31,4.215818181818182
2025-11-30,4.1552999999999995
2025-12-31,4.093045454545455
